id_mutation,type_local,valeur_fonciere,adresse_numero,adresse_nom_voie,code_postal,surface_reelle_bati,nombre_pieces_principales,longitude,latitude
2022-1353898,Appartement,1037000.0,32.0,RUE MESLAY,75003.0,98.0,3.0,2.359149,48.868113
2022-1353899,Appartement,321000.0,78.0,RUE POUCHET,75017.0,30.0,2.0,2.322711,48.89656
2022-1353905,Appartement,280000.0,226.0,RUE DU FBG SAINT DENIS,75010.0,28.0,1.0,2.359594,48.8837
2022-1353908,Appartement,243020.0,27.0,RUE DE BAGNOLET,75020.0,17.0,1.0,2.396411,48.857187
2022-1353913,Appartement,263000.0,6.0,RUE LUCIEN SAMPAIX,75010.0,25.0,2.0,2.360106,48.870906
2022-1353916,Maison,344400.0,3.0,PAS DE LA MOSELLE,75019.0,36.0,2.0,2.377607,48.884382
2022-1353917,Appartement,359300.0,93.0,RUE BELLIARD,75018.0,37.0,2.0,2.340625,48.896686
2022-1353921,Appartement,100000.0,18.0,BD DE CHARONNE,75020.0,10.0,1.0,2.399528,48.849398
2022-1353941,Appartement,402000.0,58.0,RUE DE ROCHECHOUART,75009.0,26.0,2.0,2.347101,48.880469
2022-1353947,Appartement,460000.0,106.0,RUE DES MARAICHERS,75020.0,45.0,2.0,2.404989,48.856867
2022-1353948,Appartement,237720.0,22.0,RUE DU COLISEE,75008.0,17.0,1.0,2.309475,48.871005
2022-1353952,Appartement,267500.0,30.0,RUE SIMART,75018.0,32.0,2.0,2.347268,48.891638
2022-1353954,Appartement,404000.0,8.0,VLA DAMREMONT,75018.0,32.0,2.0,2.337324,48.893898
2022-1353961,Appartement,720000.0,53.0,RUE C DE LA ROCHEFOUCAULD,75009.0,65.0,3.0,2.335309,48.88044
2022-1353963,Appartement,578000.0,37.0,QUAI D ANJOU,75004.0,30.0,2.0,2.35717,48.85211
2022-1353967,Appartement,325000.0,268.0,RUE DU FAUBOURG SAINT HONORE,75008.0,27.0,2.0,2.299366,48.877814
2022-1353968,Appartement,1450000.0,90.0,RUE LEPIC,75018.0,79.0,4.0,2.336346,48.887115
2022-1353970,Appartement,953950.0,32.0,RUE DES ORMEAUX,75020.0,60.0,4.0,2.400773,48.851109
2022-1353971,Appartement,303700.0,15.0,RUE DU RHIN,75019.0,29.0,2.0,2.381874,48.884218
2022-1353973,Appartement,583500.0,119.0,AV DE SAINT-OUEN,75017.0,66.0,3.0,2.3278,48.895292
2022-1353975,Appartement,116500.0,8.0,AV TRUDAINE,75009.0,10.0,1.0,2.345519,48.88195
2022-1353976,Appartement,730000.0,32.0,BD DE CLICHY,75018.0,62.0,2.0,2.336819,48.88288
2022-1353981,Appartement,920000.0,13.0,RUE FERDINAND DUVAL,75004.0,51.0,1.0,2.359181,48.856659
2022-1353982,Appartement,380000.0,34.0,RUE ORDENER,75018.0,46.0,3.0,2.350866,48.89151
2022-1353984,Appartement,108320.0,4.0,RUE ARTHUR GROUSSIER,75010.0,9.0,1.0,2.370249,48.871722
2022-1353987,Appartement,175000.0,29.0,RUE SAINT-DENIS,75001.0,19.0,1.0,2.34793,48.859905
2022-1353988,Appartement,164500.0,13.0,RUE DE BUDAPEST,75009.0,13.0,1.0,2.327237,48.876778
2022-1353996,Appartement,550100.0,6.0,BD DE CLICHY,75018.0,42.0,2.0,2.339188,48.882501
2022-1354002,Appartement,260000.0,1.0,SQ DE VERDUN,75010.0,27.0,1.0,2.362402,48.876209
2022-1354004,Appartement,600000.0,19.0,RUE DE TURENNE,75004.0,48.0,2.0,2.363626,48.855847
2022-1354018,Appartement,1000000.0,65.0,RUE MARX DORMOY,75018.0,90.0,5.0,2.359122,48.889445
2022-1354041,Appartement,582200.0,27.0,RUE DE BAGNOLET,75020.0,56.0,2.0,2.396411,48.857187
2022-1354043,Appartement,140000.0,23.0,RUE DU TERRAGE,75010.0,14.0,1.0,2.362334,48.877306
2022-1354045,Appartement,145970.0,199.0,RUE DES PYRENEES,75020.0,15.0,1.0,2.399605,48.862412
2022-1354049,Appartement,355000.0,16.0,RUE LUCIEN SAMPAIX,75010.0,48.0,2.0,2.360901,48.87189
2022-1354051,Appartement,214800.0,22.0,RUE DU PLATEAU,75019.0,27.0,2.0,2.384459,48.878584
2022-1354052,Appartement,539000.0,31.0,RUE DES TROIS FRERES,75018.0,60.0,2.0,2.340596,48.88487
2022-1354055,Appartement,82000.0,2.0,PAS DE CLICHY,75018.0,10.0,1.0,2.327731,48.884292
2022-1354058,Appartement,390000.0,39.0,RUE LA GRANGE AUX BELLES,75010.0,42.0,2.0,2.367121,48.875784
2022-1354059,Appartement,268630.0,43.0,RUE BICHAT,75010.0,25.0,2.0,2.366877,48.87213
2022-1354063,Appartement,291000.0,9.0,RUE DE ROCHECHOUART,75009.0,26.0,1.0,2.344208,48.877128
2022-1354065,Appartement,250000.0,17.0,RUE ANDRE BARSACQ,75018.0,23.0,2.0,2.341157,48.885013
2022-1354072,Appartement,271000.0,8.0,RUE TESSON,75010.0,23.0,1.0,2.371354,48.870906
2022-1354073,Appartement,125150.0,15.0,RUE DU CHATEAU D EAU,75010.0,13.0,1.0,2.360363,48.869835
2022-1354075,Appartement,342240.0,7.0,IMP DES CHEVALIERS,75020.0,36.0,2.0,2.396681,48.872084
2022-1354089,Appartement,403000.0,207.0,RUE LA FAYETTE,75010.0,41.0,2.0,2.363693,48.881381
2022-1354091,Appartement,220000.0,10.0,RUE DE GRANGE BATELIERE,75009.0,23.0,2.0,2.341792,48.873325
2022-1354098,Appartement,250000.0,21.0,RUE DOUDEAUVILLE,75018.0,28.0,2.0,2.356771,48.888469
2022-1354100,Appartement,520000.0,1.0,RUE FROCHOT,75009.0,45.0,3.0,2.337423,48.881102
2022-1354101,Appartement,310420.0,3.0,RUE DE LA CR DES NOUES,75020.0,29.0,1.0,2.403518,48.863282
2022-1354102,Appartement,113000.0,51.0,RUE DU CHATEAU D EAU,75010.0,14.0,1.0,2.356245,48.871935
2022-1354106,Appartement,205000.0,17.0,RUE DU DR PAUL BROUSSE,75017.0,25.0,2.0,2.318105,48.895678
2022-1354109,Appartement,105000.0,26.0,BD DE BONNE NOUVELLE,75010.0,14.0,1.0,2.35036,48.870645
2022-1354110,Appartement,70000.0,10.0,RUE JEAN ET MARIE MOINON,75010.0,8.0,1.0,2.370668,48.87355
2022-1354113,Appartement,167000.0,51.0,RUE DU FBG SAINT DENIS,75010.0,14.0,1.0,2.353402,48.871898
2022-1354114,Appartement,217905.0,13.0,RUE LABOIS ROUILLON,75019.0,18.0,1.0,2.371818,48.89353
2022-1354122,Appartement,675000.0,44.0,RUE DE TURBIGO,75003.0,53.0,2.0,2.354892,48.865043
2022-1354124,Appartement,213270.0,10.0,RUE CAULAINCOURT,75018.0,22.0,1.0,2.330723,48.885213
2022-1354126,Appartement,291500.0,52.0,RUE PETIT,75019.0,34.0,2.0,2.384127,48.884947
2022-1354127,Appartement,525000.0,39.0,RUE LA GRANGE AUX BELLES,75010.0,46.0,2.0,2.367121,48.875784
2022-1354130,Appartement,364600.0,107.0,RUE DE CRIMEE,75019.0,35.0,2.0,2.382824,48.885066
2022-1354131,Appartement,178000.0,80.0,RUE DULONG,75017.0,18.0,1.0,2.31456,48.886888
2022-1354137,Appartement,1067379.0,1.0,RUE HASSARD,75019.0,110.0,3.0,2.383698,48.878525
2022-1354149,Appartement,147200.0,45.0,RUE LACROIX,75017.0,17.0,1.0,2.323252,48.891328
2022-1354152,Appartement,237000.0,56.0,BD ORNANO,75018.0,26.0,2.0,2.346765,48.895499
2022-1354154,Appartement,225000.0,40.0,RUE DE LABORDE,75008.0,22.0,1.0,2.317096,48.875756
2022-1354172,Appartement,901150.0,4.0,RUE DE L AGENT BAILLY,75009.0,64.0,3.0,2.342284,48.878501
2022-1354179,Appartement,2156863.0,32.0,RUE DE WASHINGTON,75008.0,165.0,5.0,2.304074,48.873481
2022-1354183,Appartement,577100.0,159.0,RUE MONTMARTRE,75002.0,55.0,2.0,2.342373,48.870809
2022-1354185,Appartement,290000.0,31.0,RUE DES ENVIERGES,75020.0,24.0,2.0,2.388059,48.872602
2022-1354189,Appartement,206000.0,82.0,AV DE CLICHY,75017.0,21.0,1.0,2.324241,48.888515
2022-1354193,Appartement,272000.0,33.0,RUE BRUNEL,75017.0,18.0,1.0,2.287358,48.878881
2022-1354195,Appartement,195500.0,92.0,RUE GEORGES LARDENNOIS,75019.0,18.0,1.0,2.376366,48.876896
2022-1354197,Appartement,215000.0,14.0,RUE DE MEAUX,75019.0,22.0,2.0,2.371337,48.878647
2022-1354202,Appartement,182500.0,92.0,RUE GEORGES LARDENNOIS,75019.0,18.0,1.0,2.376366,48.876896
2022-1354204,Appartement,580000.0,36.0,RUE DES PETITS HOTELS,75010.0,55.0,3.0,2.352485,48.87774
2022-1354207,Appartement,245000.0,66.0,AV SIMON BOLIVAR,75019.0,25.0,1.0,2.376731,48.87668
2022-1354211,Appartement,295000.0,170.0,AV PARMENTIER,75010.0,28.0,1.0,2.370173,48.872065
2022-1354222,Appartement,80000.0,12.0,AV DE LAUMIERE,75019.0,8.0,1.0,2.381178,48.883748
2022-1354225,Appartement,500000.0,18.0,RUE DARCET,75017.0,42.0,3.0,2.32501,48.88418
2022-1354230,Appartement,580000.0,19.0,RUE DES PETITES ECURIES,75010.0,43.0,2.0,2.352035,48.873314
2022-1354232,Appartement,300000.0,6.0,RUE D ARMAILLE,75017.0,35.0,1.0,2.292254,48.877466
2022-1354235,Appartement,200000.0,180.0,RUE SAINT MAUR,75010.0,14.0,1.0,2.372873,48.870954
2022-1354237,Appartement,400000.0,83.0,BD DE MAGENTA,75010.0,32.0,2.0,2.355573,48.876248
2022-1354241,Appartement,235000.0,26.0,RUE FEUTRIER,75018.0,30.0,1.0,2.34599,48.887152
2022-1354244,Appartement,245000.0,8.0,RUE DES RONDEAUX,75020.0,28.0,1.0,2.399784,48.861393
2022-1354245,Appartement,650000.0,34.0,RUE DES BOURDONNAIS,75001.0,64.0,2.0,2.345676,48.86015
2022-1354246,Appartement,100000.0,155.0,BD DE MAGENTA,75009.0,10.0,1.0,2.349106,48.883314
2022-1354251,Appartement,165861.0,35.0,RUE MONTCALM,75018.0,14.0,1.0,2.338529,48.89362
2022-1354252,Appartement,339000.0,42.0,RUE DE TURENNE,75003.0,21.0,1.0,2.364732,48.857736
2022-1354253,Appartement,544800.0,78.0,RUE DULONG,75017.0,41.0,2.0,2.314725,48.886772
2022-1354254,Appartement,355000.0,20.0,RUE RICHER,75009.0,29.0,2.0,2.34629,48.874447
2022-1354261,Maison,537334.0,8.0,RUE DE L ALSACE LORRAINE,75019.0,68.0,3.0,2.393114,48.882738
2022-1354271,Appartement,270000.0,57.0,RUE DU POTEAU,75018.0,29.0,1.0,2.340074,48.894623
2022-1354277,Appartement,240000.0,6.0,RUE MARIE ET LOUISE,75010.0,25.0,2.0,2.367121,48.871976
2022-1354278,Appartement,385000.0,3.0,RUE CRETET,75009.0,39.0,2.0,2.341872,48.881764
2022-1354279,Appartement,426600.0,4.0,RUE DE TRETAIGNE,75018.0,37.0,2.0,2.342231,48.891492
2022-1354280,Appartement,306000.0,119.0,AV JEAN JAURES,75019.0,33.0,2.0,2.381755,48.886066
2022-1354282,Appartement,190000.0,9001.0,MAR D'ORNANO,75018.0,21.0,1.0,2.348157,48.894041
2022-1354283,Appartement,270000.0,2.0,RUE GUSTAVE ROUANET,75018.0,26.0,2.0,2.340625,48.896686
2022-1354289,Appartement,657770.0,12.0,RUE DE LA COSSONNERIE,75001.0,60.0,3.0,2.348498,48.861757
2022-1354299,Appartement,393000.0,3.0,RUE DE LOGELBACH,75017.0,32.0,2.0,2.308033,48.881194
2022-1354309,Appartement,863650.0,84.0,RUE PHILIPPE DE GIRARD,75018.0,113.0,4.0,2.361087,48.888824
2022-1354312,Appartement,250000.0,54.0,BD BARBES,75018.0,33.0,2.0,2.349943,48.887859
2022-1354313,Appartement,525000.0,12.0,RUE LAMARTINE,75009.0,55.0,4.0,2.343004,48.876835
2022-1354314,Appartement,535885.0,23.0,RUE DE RICHELIEU,75001.0,43.0,2.0,2.33597,48.864847
2022-1354317,Appartement,618000.0,19.0,RUE DE LA FELICITE,75017.0,50.0,2.0,2.310015,48.887087
2022-1354318,Appartement,180000.0,26.0,AV GAMBETTA,75020.0,16.0,1.0,2.396119,48.864829
2022-1354321,Appartement,285000.0,58.0,RUE MONTORGUEIL,75002.0,23.0,3.0,2.347109,48.864964
2022-1354324,Appartement,300000.0,78.0,RUE MARCADET,75018.0,35.0,3.0,2.347018,48.890644
2022-1354326,Appartement,278000.0,59.0,RUE DES CASCADES,75020.0,24.0,2.0,2.390988,48.871667
2022-1354329,Appartement,208000.0,14.0,RUE SAINT-SAUVEUR,75002.0,20.0,1.0,2.348876,48.866271
2022-1354331,Appartement,260000.0,7.0,RUE ANDRIEUX,75008.0,25.0,1.0,2.318854,48.881058
2022-1354336,Appartement,165000.0,7.0,RUE LAURENCE SAVART,75020.0,18.0,1.0,2.392999,48.868102
2022-1354337,Appartement,630000.0,48.0,RUE DES ABBESSES,75018.0,40.0,3.0,2.336184,48.885637
2022-1354339,Appartement,388750.0,103.0,RUE DU FBG SAINT DENIS,75010.0,34.0,2.0,2.355362,48.87495
2022-1354343,Appartement,360000.0,31.0,RUE DES MARONITES,75020.0,44.0,2.0,2.384231,48.869706
2022-1354346,Appartement,290000.0,10.0,RUE LANTIEZ,75017.0,28.0,2.0,2.323364,48.894
2022-1354349,Appartement,94000.0,12.0,RUE DES MESSAGERIES,75010.0,6.0,1.0,2.349842,48.87645
2022-1354357,Appartement,269000.0,9.0,RUE JEAN BEAUSIRE,75004.0,18.0,1.0,2.367977,48.854191
2022-1354362,Appartement,210000.0,6.0,RUE PERDONNET,75010.0,19.0,2.0,2.359896,48.883032
2022-1354364,Appartement,605000.0,89.0,RUE DES POISSONNIERS,75018.0,68.0,2.0,2.351809,48.892256
2022-1354365,Appartement,297000.0,15.0,RUE HELENE,75017.0,26.0,1.0,2.32485,48.886092
2022-1354369,Appartement,340000.0,11.0,RUE EUGENE JUMIN,75019.0,32.0,2.0,2.39225,48.88699
2022-1354376,Appartement,950000.0,44.0,RUE VIEILLE DU TEMPLE,75004.0,55.0,4.0,2.358259,48.857885
2022-1354380,Appartement,394099.0,35.0,RUE DE MEAUX,75019.0,42.0,2.0,2.372162,48.88031
2022-1354390,Appartement,385000.0,14.0,RUE DE LA CORDERIE,75003.0,35.0,1.0,2.362968,48.865495
2022-1354391,Appartement,919250.0,13.0,RUE DES MARTYRS,75009.0,80.0,3.0,2.339037,48.877749
2022-1354392,Appartement,284848.0,10.0,RUE DE CHARTRES,75018.0,30.0,2.0,2.355049,48.884575
2022-1354395,Appartement,200000.0,23.0,RUE DE CAUMARTIN,75009.0,12.0,1.0,2.327937,48.871545
2022-1354400,Appartement,539000.0,19.0,RUE DU TEMPLE,75004.0,40.0,2.0,2.353209,48.858698
2022-1354401,Appartement,260588.0,229.0,RUE SAINT-HONORE,75001.0,27.0,1.0,2.329172,48.865988
2022-1354402,Appartement,147250.0,40.0,RUE DU RUISSEAU,75018.0,15.0,1.0,2.340647,48.893496
2022-1354408,Appartement,250000.0,76.0,RUE DE LA VILLETTE,75019.0,25.0,1.0,2.388579,48.878241
2022-1354414,Appartement,785630.0,9.0,RUE PAPILLON,75009.0,30.0,2.0,2.346742,48.876219
2022-1354416,Appartement,358115.0,5.0,RUE DE L AGENT BAILLY,75009.0,32.0,2.0,2.341971,48.878001
2022-1354419,Appartement,700000.0,8.0,RUE EURYALE DEHAYNIN,75019.0,68.0,3.0,2.378711,48.885611
2022-1354427,Appartement,190000.0,16.0,RUE DU GENERAL LASSALLE,75019.0,20.0,1.0,2.37991,48.874122
2022-1354432,Appartement,590000.0,82.0,AV DE SAINT OUEN,75018.0,67.0,3.0,2.3276,48.892418
2022-1354437,Appartement,378100.0,63.0,RUE DU FBOURG MONTMARTRE,75009.0,35.0,2.0,2.339617,48.876368
2022-1354440,Appartement,265000.0,7.0,RUE BURNOUF,75019.0,26.0,2.0,2.373824,48.875767
2022-1354442,Appartement,272500.0,76.0,AV DES CHAMPS ELYSEES,75008.0,18.0,1.0,2.304678,48.871669
2022-1354443,Appartement,233340.0,31.0,AV DE CLICHY,75017.0,28.0,2.0,2.325951,48.885928
2022-1354444,Appartement,456590.0,31.0,RUE BUISSON ST LOUIS,75010.0,39.0,2.0,2.374565,48.873526
2022-1354449,Appartement,165000.0,6.0,CITE DU WAUX HALL,75010.0,12.0,1.0,2.362988,48.869178
2022-1354450,Appartement,346000.0,145.0,BD NEY,75018.0,40.0,3.0,2.330422,48.897386
2022-1354453,Appartement,482000.0,108.0,BD DE LA VILLETTE,75019.0,65.0,3.0,2.371931,48.877109
2022-1354455,Appartement,1275920.0,119.0,RUE D ABOUKIR,75002.0,92.0,3.0,2.350035,48.868906
2022-1354456,Appartement,310000.0,1.0,RUE DES TENNIS,75018.0,39.0,2.0,2.329077,48.894723
2022-1354458,Appartement,239200.0,96.0,RUE SAUSSURE,75017.0,20.0,1.0,2.312478,48.887198
2022-1354459,Appartement,650000.0,400.0,RUE SAINT-HONORE,75001.0,55.0,2.0,2.32513,48.868047
2022-1354460,Appartement,210000.0,16.0,RUE LACROIX,75017.0,20.0,2.0,2.322541,48.890114
2022-1354465,Appartement,158000.0,46.0,RUE DE LANCRY,75010.0,17.0,1.0,2.362654,48.871712
2022-1354466,Appartement,695350.0,48.0,RUE DU POTEAU,75018.0,64.0,3.0,2.340964,48.894849
2022-1354467,Appartement,448000.0,12.0,AV MAC MAHON,75017.0,28.0,1.0,2.295005,48.876614
2022-1354470,Appartement,187700.0,176.0,RUE DE CRIMEE,75019.0,23.0,1.0,2.377445,48.890322
2022-1354472,Appartement,2070000.0,24.0,RUE CHARLOT,75003.0,170.0,6.0,2.362127,48.862007
2022-1354473,Appartement,221500.0,5.0,RUE JEAN ROBERT,75018.0,29.0,1.0,2.357992,48.889256
2022-1354474,Appartement,1060000.0,66.0,RUE DE SAINTONGE,75003.0,85.0,4.0,2.365531,48.864066
2022-1354475,Appartement,182575.0,8.0,RUE DE PARME,75009.0,10.0,1.0,2.327792,48.881467
2022-1354477,Appartement,250000.0,42.0,BD GOUVION ST-CYR,75017.0,21.0,1.0,2.286416,48.882739
2022-1354478,Appartement,320000.0,7.0,RUE NOLLET,75017.0,30.0,1.0,2.323751,48.884973
2022-1354482,Appartement,189600.0,67.0,RUE DU FBG SAINT DENIS,75010.0,18.0,1.0,2.353862,48.872623
2022-1354483,Appartement,228000.0,13.0,RUE LABOIS ROUILLON,75019.0,20.0,1.0,2.371818,48.89353
2022-1354486,Appartement,163000.0,26.0,RUE NOLLET,75017.0,14.0,1.0,2.323589,48.885943
2022-1354495,Appartement,112500.0,12.0,RUE DU QUATRE SEPTEMBRE,75002.0,9.0,1.0,2.337453,48.869704
2022-1354498,Appartement,150000.0,7.0,CITE RIVERIN,75010.0,10.0,1.0,2.358271,48.870415
2022-1354501,Appartement,408980.0,71.0,BD BEAUMARCHAIS,75003.0,35.0,1.0,2.367496,48.85808
2022-1354502,Appartement,210000.0,22.0,RUE CLAUZEL,75009.0,18.0,1.0,2.33775,48.879528
2022-1354504,Appartement,127000.0,98.0,RUE DES MARAICHERS,75020.0,10.0,1.0,2.406415,48.854848
2022-1354505,Appartement,173000.0,90.0,RUE DUHESME,75018.0,16.0,1.0,2.345236,48.894885
2022-1354509,Appartement,233500.0,13.0,RUE LABOIS ROUILLON,75019.0,20.0,1.0,2.371818,48.89353
2022-1354513,Appartement,370000.0,146.0,RUE LA FAYETTE,75010.0,36.0,2.0,2.355376,48.87865
2022-1354522,Appartement,195000.0,180.0,RUE DES PYRENEES,75020.0,19.0,1.0,2.400451,48.862078
2022-1354529,Appartement,280000.0,5.0,PAS DOISY,75017.0,21.0,1.0,2.292149,48.878605
2022-1354531,Appartement,476400.0,14.0,RUE DE THIONVILLE,75019.0,57.0,2.0,2.382923,48.888432
2022-1354543,Appartement,325000.0,19.0,RUE DES LYANES,75020.0,32.0,2.0,2.404827,48.863409
2022-1354545,Appartement,280000.0,80.0,RUE ALEXANDRE DUMAS,75020.0,34.0,1.0,2.397185,48.8545
2022-1354546,Appartement,324515.0,22.0,RUE VICQ D AZIR,75010.0,28.0,1.0,2.371308,48.875643
2022-1354547,Appartement,257629.0,30.0,RUE DE NANTES,75019.0,26.0,1.0,2.381094,48.892638
2022-1354549,Appartement,313089.0,14.0,RUE LINCOLN,75008.0,17.0,1.0,2.303419,48.870407
2022-1354552,Appartement,368650.0,10.0,RUE DE PARADIS,75010.0,25.0,1.0,2.354498,48.874933
2022-1354555,Appartement,745500.0,32.0,RUE MEDERIC,75017.0,44.0,1.0,2.305174,48.881064
2022-1354563,Appartement,165000.0,45.0,RUE DU FBG ST MARTIN,75010.0,13.0,1.0,2.356468,48.87107
2022-1354565,Appartement,611100.0,46.0,RUE DES FRANCS BOURGEOIS,75003.0,57.0,2.0,2.358877,48.858882
2022-1354574,Appartement,470000.0,45.0,RUE CONDORCET,75009.0,32.0,1.0,2.343513,48.880053
2022-1354576,Appartement,415000.0,41.0,RUE LAUGIER,75017.0,40.0,2.0,2.29445,48.881948
2022-1354581,Appartement,355435.0,96.0,RUE DE CLIGNANCOURT,75018.0,40.0,2.0,2.348885,48.891333
2022-1354590,Appartement,487800.0,91.0,RUE TRUFFAUT,75017.0,38.0,2.0,2.316367,48.888609
2022-1354595,Appartement,510000.0,18.0,RUE PIERRE DEMOURS,75017.0,43.0,3.0,2.293179,48.880379
2022-1354598,Appartement,193000.0,42.0,RUE GAUTHEY,75017.0,20.0,1.0,2.321636,48.892827
2022-1354604,Appartement,359700.0,196.0,BD DE CHARONNE,75020.0,24.0,2.0,2.391695,48.858152
2022-1354607,Appartement,288000.0,75.0,RUE DES MOINES,75017.0,32.0,2.0,2.3214,48.891425
2022-1354608,Appartement,342870.0,6.0,RUE STE ISAURE,75018.0,31.0,2.0,2.34421,48.893061
2022-1354620,Appartement,235000.0,75.0,RUE CAULAINCOURT,75018.0,20.0,1.0,2.336927,48.889881
2022-1354622,Appartement,192000.0,3.0,RUE DREVET,75018.0,16.0,1.0,2.340381,48.885259
2022-1354623,Appartement,306800.0,17.0,RUE EUGENE VARLIN,75010.0,26.0,1.0,2.363742,48.878667
2022-1354624,Appartement,822200.0,17.0,RUE DE CASTELLANE,75008.0,65.0,3.0,2.324389,48.87235
2022-1354626,Appartement,821600.0,12.0,RUE CHARLES NODIER,75018.0,52.0,3.0,2.345246,48.88556
2022-1354627,Appartement,482895.0,24.0,RUE DU DOCTEUR POTAIN,75019.0,31.0,2.0,2.398199,48.876978
2022-1354629,Appartement,145000.0,16.0,RUE DES GRAVILLIERS,75003.0,14.0,1.0,2.35749,48.863909
2022-1354631,Appartement,820000.0,108.0,RUE MONTMARTRE,75002.0,70.0,3.0,2.344097,48.867552
2022-1354633,Appartement,830000.0,10.0,RUE LAFERRIERE,75009.0,70.0,4.0,2.338496,48.878663
2022-1354635,Appartement,490000.0,14.0,RUE DE THIONVILLE,75019.0,66.0,3.0,2.382923,48.888432
2022-1354636,Appartement,475000.0,12.0,RUE DU DOBROPOL,75017.0,42.0,2.0,2.286058,48.883286
2022-1354638,Appartement,400000.0,22.0,RUE DE BELLEVILLE,75020.0,42.0,2.0,2.379345,48.872397
2022-1354641,Appartement,300000.0,219.0,RUE SAINT MAUR,75010.0,28.0,1.0,2.3705,48.873197
2022-1354644,Appartement,120000.0,84.0,RUE DE BELLEVILLE,75020.0,15.0,1.0,2.384691,48.873466
2022-1354645,Appartement,675000.0,37.0,QUAI D ANJOU,75004.0,37.0,2.0,2.35717,48.85211
2022-1354646,Appartement,191350.0,16.0,RUE BUISSON ST LOUIS,75010.0,16.0,1.0,2.374024,48.872205
2022-1354652,Appartement,195000.0,11.0,RUE BRIDAINE,75017.0,16.0,1.0,2.320301,48.885592
2022-1354653,Appartement,595000.0,70.0,AV DE CLICHY,75017.0,54.0,3.0,2.325118,48.888032
2022-1354658,Appartement,511345.0,7.0,RUE CHATEAUBRIAND,75008.0,39.0,1.0,2.302063,48.873295
2022-1354659,Appartement,390000.0,46.0,RUE RODIER,75009.0,36.0,2.0,2.343659,48.879637
2022-1354660,Appartement,130000.0,6.0,RUE RAVIGNAN,75018.0,15.0,2.0,2.338093,48.885372
2022-1354661,Appartement,203000.0,6.0,RUE AUDRAN,75018.0,21.0,1.0,2.336103,48.885036
2022-1354664,Appartement,217000.0,1.0,RUE DES CASCADES,75020.0,23.0,1.0,2.3912,48.869215
2022-1354667,Appartement,315841.0,230.0,RUE DU FBG ST MARTIN,75010.0,35.0,1.0,2.365195,48.880775
2022-1354670,Appartement,440000.0,45.0,RUE SAINT-SAUVEUR,75002.0,37.0,2.0,2.347855,48.866033
2022-1354671,Appartement,100300.0,33.0,RUE DE TORCY,75018.0,11.0,1.0,2.361006,48.890897
2022-1354674,Appartement,200000.0,114.0,RUE MONTMARTRE,75002.0,22.0,1.0,2.344085,48.867709
2022-1354679,Appartement,518000.0,45.0,RUE STE CROIX BRETONNERIE,75004.0,31.0,1.0,2.353883,48.85889
2022-1354681,Appartement,1546100.0,20.0,RUE SAINT MARTIN,75004.0,104.0,4.0,2.350109,48.858375
2022-1354682,Appartement,550000.0,1.0,RUE D ENGHIEN,75010.0,40.0,1.0,2.353116,48.871459
2022-1354693,Appartement,301150.0,176.0,RUE ORDENER,75018.0,32.0,2.0,2.334124,48.894124
2022-1354695,Appartement,760000.0,63.0,RUE DES VINAIGRIERS,75010.0,65.0,4.0,2.35831,48.873139
2022-1354697,Appartement,213200.0,60.0,RUE DES MOINES,75017.0,14.0,1.0,2.321228,48.890477
2022-1354705,Appartement,182000.0,6.0,RUE PRADIER,75019.0,17.0,1.0,2.381558,48.874966
2022-1354706,Appartement,1168100.0,46.0,RUE DES LOMBARDS,75001.0,75.0,3.0,2.348449,48.859804
2022-1354713,Appartement,267000.0,38.0,RUE SAINT PAUL,75004.0,24.0,1.0,2.362916,48.854158
2022-1354714,Appartement,630000.0,66.0,RUE JOSEPH DE MAISTRE,75018.0,59.0,3.0,2.331485,48.890399
2022-1354718,Appartement,475000.0,66.0,RUE JOSEPH DE MAISTRE,75018.0,46.0,2.0,2.331485,48.890399
2022-1354720,Appartement,890000.0,64.0,RUE DE CLICHY,75009.0,100.0,8.0,2.328534,48.881725
2022-1354721,Appartement,445000.0,1.0,BD DES FILLES DU CALVAIRE,75003.0,45.0,3.0,2.366915,48.861098
2022-1354724,Appartement,510000.0,56.0,RUE LABAT,75018.0,60.0,3.0,2.346794,48.889128
2022-1354728,Appartement,270150.0,10.0,RUE GUSTAVE ROUANET,75018.0,34.0,2.0,2.340625,48.896686
2022-1354730,Appartement,305000.0,176.0,BD DE CHARONNE,75020.0,32.0,1.0,2.393513,48.857697
2022-1354732,Appartement,185000.0,8.0,RUE DU MONT-DORE,75017.0,18.0,1.0,2.323217,48.883225
2022-1354735,Appartement,650000.0,8.0,RUE ANDRE GILL,75018.0,48.0,3.0,2.340351,48.882749
2022-1354738,Appartement,147000.0,30.0,RUE DES MARAICHERS,75020.0,16.0,1.0,2.408133,48.850048
2022-1354742,Appartement,349790.0,1.0,RUE LACAILLE,75017.0,47.0,2.0,2.324555,48.892619
2022-1354743,Appartement,368000.0,62.0,RUE DE CLERY,75002.0,39.0,2.0,2.348798,48.868579
2022-1354746,Appartement,241000.0,21.0,RUE AU MAIRE,75003.0,18.0,1.0,2.356259,48.864487
2022-1354748,Appartement,279500.0,6.0,RUE JOSEPH DIJON,75018.0,30.0,1.0,2.347144,48.894053
2022-1354750,Appartement,201000.0,27.0,RUE SIMART,75018.0,20.0,1.0,2.347296,48.890975
